"Id";"Designator";"Footprint";"Quantity";"Designation";"Supplier and ref";
1;"J2";"CONN_503480-0540_MOL";1;"Conn_01x06_Socket";;;
2;"D18,D9,D2,D7,D16,D12,D5,D13,D20,D15,D21,D8,D14,D1,D3,D11,D4,D10,D6,D17,D19";"LED_SK6805_PLCC4_2.4x2.7mm_P1.3mm";21;"SK6805";;;
3;"SW1";"SW_Push_1P1T_NO_CK_KMR2";1;"SW_Push";;;
